title,url,event_id,description
Women's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424425,1302424425,
Savera Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307681093,1307681093,
Women's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424420,1302424420,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203206,1294203206,
PE 191 1 3609,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773921,1285773921,
Varsity Volleyball Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289470152,1289470152,
Feel Good Yoga (Martine),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151695,1293151695,
Swim/Dive Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414089,1289414089,
Varsity Volleyball Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289470151,1289470151,
ECS 101,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1273924108,1273924108,
9v9 Soccer IM,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1286522985,1286522985,
Women's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424421,1302424421,
PE 296 1 5392,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1285773105,1285773105,
ECS 101 4 2967,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289945074,1289945074,
WERQ Dance Fitness (Christy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293159612,1293159612,
DANC 150R 1 2758,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1248425681,1248425681,
Choreography I,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308170169,1308170169,
DANC 150R 1 2758,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1248425690,1248425690,
CS JUICE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1296650800,1296650800,
Varsity Volleyball Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414059,1289414059,
Varsity Volleyball Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414060,1289414060,
Varsity Volleyball Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1289414061,1289414061,
CS Women's LAX,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291756567,1291756567,
PM Pedal (Kristin),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293150959,1293150959,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203087,1294203087,
Align & Flow Yoga (Stacy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151703,1293151703,
CS Water Polo,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624053,1291624053,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257032,1302257032,
WTEN Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1294203207,1294203207,
PM Pedal (Kristin),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293150961,1293150961,
Emory Ballroom Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303593039,1303593039,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257286,1302257286,
Women's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424424,1302424424,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257034,1302257034,
CS BJJ,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292105664,1292105664,
Men's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424422,1302424422,
Feel Good Yoga (Martine),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151700,1293151700,
Men's Tennis Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302257288,1302257288,
CS Women's Basketball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622102,1291622102,
Pilates Balance & Flow (Candice),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151698,1293151698,
CS JUICE,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291756571,1291756571,
Men's Soccer Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1302424426,1302424426,
CS Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622568,1291622568,
CS Men's Soccer,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622279,1291622279,
WBB Captain's Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1301834093,1301834093,
Vinyasa Flow (Maggie),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293151704,1293151704,
CS Swimming,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624052,1291624052,
Trip Leader Training,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1296163464,1296163464,
Mat Pilates (Savvy),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293159614,1293159614,
CS Men's Soccer,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622282,1291622282,
CS Athletic Training Clinic,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1304981259,1304981259,
Choreography I,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1308170168,1308170168,
CS Men's LAX,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291756572,1291756572,
Trip Leader Training,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1296163465,1296163465,
CS Women's Volleyball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290841424,1290841424,
Karate Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305914020,1305914020,
CS Women's LAX,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291756570,1291756570,
Adrenaline Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307395461,1307395461,
Eagle Edge BIOL 141 Review Session,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1314582494,1314582494,
Total Body Burn (Amanda),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293159613,1293159613,
Emory Roundnet Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1287444158,1287444158,
Karate Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305914021,1305914021,
General Body Meeting SALSA,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1310460052,1310460052,
CS Men's Basketball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1300379291,1300379291,
OR Pro Staff Meeting,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1305238637,1305238637,
Total Body Burn (Amanda),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293159615,1293159615,
EDC Rehearsals,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1298682305,1298682305,
9v9 Soccer,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1286522986,1286522986,
CS Women's Basketball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622104,1291622104,
CS Men's Basketball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1300379292,1300379292,
Savera Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307679094,1307679094,
CS Badminton,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290869161,1290869161,
IM 11v11 Soccer Training,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290839359,1290839359,
CS Ultimate,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290839309,1290839309,
Savera Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1307681092,1307681092,
CS Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622569,1291622569,
CS Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622570,1291622570,
CS Water Polo,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624057,1291624057,
CS Cycle and Tri,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1318357658,1318357658,
CS Swimming,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624055,1291624055,
CS Badminton,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290869164,1290869164,
CS Swimming,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624054,1291624054,
CS Women's Volleyball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290841425,1290841425,
Tae Kwon Do (John),https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1293159616,1293159616,
CS Fencing,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290869162,1290869162,
9v9 Soccer,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1286522987,1286522987,
CS BJJ,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292105666,1292105666,
CS Women's Soccer,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622280,1291622280,
CS Men's Volleyball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290869163,1290869163,
IM 11v11 Soccer Training,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290839360,1290839360,
Emotion Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303523278,1303523278,
Break Emory Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303568054,1303568054,
CS Tennis,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622571,1291622571,
Saraas Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303523279,1303523279,
CS Judo,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1292105665,1292105665,
CS Swimming,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291624056,1291624056,
EKB Dance Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303424500,1303424500,
CS Baseball,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1291622281,1291622281,
CS Fencing,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1290869165,1290869165,
Saraas Practice,https://25livepub.collegenet.com/calendars/25live-woodpec-cal?eventid=1303524582,1303524582,
